link,title,location,price,summary_description,square_meters,rent,number_of_rooms,deposit,floor_level,building_type,available_from,balcony_garden_terrace,remote service,completion,ownership,rent_to_students,equipment,media_types,heating,security,windows,elevator,parking_space,build_year,building_material,additional_information
https://www.otodom.pl/pl/oferta/debowe-tarasy-2-pokoje-przestrzenne-z-garazem-ID4ovzu,"Dębowe Tarasy , 2 pokoje Przestrzenne z Garażem","Dąb, Katowice, śląskie",2 300 zł,"Dębowe Tarasy, Katowice Do wynajęcia KOMFORTOWE mieszkanie 2 pokojowe o pow. 56 m2 na osiedlu Dębowe Tarasy.
Mieszkanie umeblowane nowocześnie z dużym naciskiem na funkcjonalność i estetykę wnętrza. Kuchnia w aneksie otwarta na pokój z wyjściem na taras , duża łazienka  i toaletą. Pokój-sypialnia .
Wysoki standard wykończenia, w pełni wyposażone w sprzęt AGD. Do mieszkania przynależy miejsce postojowe w podziemnym garażu dodatkowo płatne 
Do kwoty najmu należy doliczyć  czynsz od Wspólnoty wraz  z mediami.
Dębowe Tarasy to jedno z bardziej prestiżowych osiedli, zamknięte, monitorowane, wewnętrzne place zabaw. W pobliżu Park Chorzowski, w okolicy pełna infrastruktura komunikacyjna, handlowa i usługowa (przystanki autobusowe i tramwajowe, sklepy, restauracje, korty tenisowe, siłownie, trasy rowerowe). Dogodna lokalizacja gwarantuje świetny dojazd i komunikację z centrum Katowic i innymi miastami. Blisko do centrum Katowic, wszystkich tras wylotowych, w kierunku Warszawy, Krakowa. Bezpośrednio przy budynku znajduje się centrum handlowe Silesia City Center.
Polecam ze względu na atrakcyjną lokalizację oraz prestiż!!",56 m²,680 zł/miesiąc,2,3 500 zł,2/7,apartamentowiec,,taras,Obsługa zdalnatak,do zamieszkania,biuro nieruchomości,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet, telefon",miejskie,"teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,brak informacji,cegła,brak informacji
https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-dabrowa-gornicza-ul-paryska-ID42iMi,Wynajmę Mieszkanie Dąbrowa Górnicza ul. Paryska,"Gołonóg, Gołonóg Północny, Dąbrowa Górnicza, śląskie",2 200 zł,"Do wynajęcia 2 pokojowe komfortowe mieszkanie o powierzchni 54 m2 z balkonem.

LOKALIZACJA:Mieszkanie znajduje się w Dąbrowie Górniczej w dzielnicy Centrum przy ul. Paryskiej . Doskonała lokalizacja blisko centrum handlowego Pogoria oraz parku Hallera , dworca PKP, PKS, Szkoły podstawowej, przychodni.

UKŁAD MIESZKANIA :
W mieszkaniu znajdują się 1 sypialnie, pokój dzienny, przestronna kuchnia oraz łazienka połączona z WC.  

Ogrzewanie centralnie z sieci miejskiej. 

KOSZTY:Cena najmu : 2200 zł  (w cenie najmu woda , CO oraz wywóz śmieci )Czynsz : 0 zł Kaucja: 3000 zł

Jeżeli mają Państwo jakiekolwiek pytania, proszę dzwonić pod numer telefonu 501553235",54 m²,,2,3 000 zł,,blok,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka","telewizja kablowa, internet, telefon",miejskie,brak informacji,plastikowe,nie,brak informacji,brak informacji,brak informacji,"piwnica, oddzielna kuchnia"
https://www.otodom.pl/pl/oferta/21-listopada-mieszkanie-1-pok-nr-10-ID4p9aX,21 Listopada | mieszkanie 1-pok. nr 10,"ul. 21 Listopada, Czeladź, będziński, śląskie","698,47 zł","Inwestycja zlokalizowana jest przy ulicy 21 Listopada, w sąsiedztwie Parku Alfred, rzeki Brynica i Parku im. Henryka Jordana oraz byłych działek pracowniczych. Jest to przykład wykorzystania istniejącego już obiektu - pozostałości po zespole szkół technicznych. Budynek stanowi połączenie między częścią mieszkalną osiedla a parkiem, dlatego tym bardziej chcemy nadać mu nową rolę.
Nowy projekt zakłada utworzenie 74 lokali mieszkalnych. Najbliższe zabudowanie znajduje się 30 m od strony północnowschodniej. Przy prowadzonej modernizacji terenu, zakłada się ocalenie jak największej ilości zdrowych drzew. Jeśli chodzi o planowane udogodnienia, przewidujemy rozmieszczenie na terenie obiektu komórek lokatorskich, wózkowni/rowerowni, dwóch dźwigów osobowo-towarowych oraz zewnętrznej wiaty śmietnikowej. Inwestycja zakłada przeprowadzenie kompleksowej termomodernizacji obiektu, w tym zainstalowanie odnawialnych źródeł energii (paneli fotowoltaicznych). W sumie przewiduje się wydzielenie 138 miejsc postojowych (chodzi zarówno miejsca parkingowe zewnętrzne, jak i garaże indywidualne). 
Zostanie wyodrębnionych 36 typów lokali mieszkalnych o powierzchni od 26 do 79 m². Każde z mieszkań będzie gotowe do zamieszkania.
Możliwość dojścia do własności mieszkania: po podpisaniu umowy ws. partycypacji w kosztach budowy lokalu mieszkalnego, przy wpłacie partycypacji w wysokości 20% kosztów budowy lokalu mieszkalnego. Sposób obliczenia partycypacji: 1723,09 zł* (stawka za 20% z 1m² powierzchni użytkowej mieszkania) x powierzchnia mieszkania.*to jest szacowana wartość, wynika z umowy zawartej z generalnym wykonawcą i może ulec zmianie w toku prowadzonych prac.","31,21 m²",,1,,parter/4,blok,,,Obsługa zdalnatak,do wykończenia,deweloper,brak informacji,brak informacji,"telewizja kablowa, internet, telefon",miejskie,"teren zamknięty, domofon / wideofon",plastikowe,tak,garaż/miejsce parkingowe,2024,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/piekne-41m2-bytom-ul-korfantego-centrum-okazja-ID4nukr,Piękne 41m2 Bytom ul. Korfantego Centrum Okazja!,"ul. Wojciecha Korfantego, Rozbark, Bytom, śląskie",950 zł,"Witam serdecznie,

do wynajęcia komfortowe, przytulne mieszkanie w stylowej kamienicy, o powierzchni 41m2. Mieszkanie jednopokojowe - duża kawalerka z kuchnią i łazienką. Bardzo zadbana kamienica, budynek po generalnym remoncie w ścisłym centrum Bytomia - 150 m od Rynku. Blisko Galeria Agora, Dworzec, Urzędy. Parking miejski obok budynku - darmowe parkowanie dla mieszkańców. 

Mieszkanie częściowo umeblowane, wyposażone jak na zdjęciach. Cena: 950PLN/ miesiąc plus opłata za media według zużycia. 

Standard mieszkania:
- domofon- okna wyciszajace wszelki halas oraz o wysokim stopniu izolacji termicznej- ogrzewanie z nowoczesnego, oszczednego kotła- mozliwosc podlaczenia TV kablowej oraz internetu- wysokiej klasy kabiny w lazienkach- panele na podlogach- osobny licznik pradu oraz wody dla mieszkaniaDo każdego mieszkania komórka lokatorska.

Wymagana kaucja w wysokości dwukrotności czynszu.Mieszkanie dostępne od 13 lutego.
W razie pytań proszę o kontakt pod numerem telefonu: 506 531 397  lub  506 666 477.",41 m²,,1,1 900 zł,4,kamienica,2023-11-15,,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,"meble, pralka","telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,nie,brak informacji,brak informacji,brak informacji,"piwnica, pom. użytkowe"
https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-2-pokoje-garderoba-garaz-ID4p6He,"Przestronne mieszkanie, 2 pokoje, Garderoba, garaż","ul. Johna Baildona, Dąb, Katowice, śląskie",3 000 zł,"Polecam na wynajem przestronne 2 pokojowe mieszkanie znajdujące się na zamkniętym, monitorowanym  osiedlu z ochroną Dębowe Tarasy w Katowicach.

Lokalizacja: Park Śląski, Galeria Silesia City Center, Trasy: Dtś, A4, A1 - 5 min od osiedla, przystanek autobusowy, tramwajowy: 150m; centrum: 10min., na osiedlu sklep Żabka

Komfortowe, jasne mieszkanie 60m2, 2 pokoje wraz z obszerną garderobą typu ""Walk- in""zlokalizowane jest w małym, kameralnym i cichym bloku. Posiada przynależne miejsce postojowe w garażu podziemnym.

- apartament dla 1-ego najemcy, nie był wcześniej wynajmowany
- składa się z obszernego salonu, wygodnej kanapy, stolika kawowego, TV, stołu jadalnego z 4 krzesłami oraz wyjścia na obszerny taras/ok.15m2
- w pełni wyposażonej kuchni w: lodówko- zamrażarkę, okap, zmywarkę, piekarnik, płytę ceramiczną, liczne szafki; naczynia, sztućce, etc.
- sypialni z wygodnym łożem małżeńskim, szafy, biurka
- Garderoby umiejscowionej obok sypialni z licznymi półkami, relingami i szufladami
- obszernej Łazienki z prysznicem, pralki
- przedpokoju z dodatkową garderobą na ubrania, buty

Mieszkanie utrzymane jest w jasnej stylistyce, jest słoneczne i bardzo komfortowe.
Przeznaczone dla osób ceniących wygodę oraz przestrzeń.
Obowiązuje Najem okazjonalny

Cena: 3000zł + czynsz z zaliczkami na media ok.780zł (woda, C.O, prąd)+ prąd, internet.
Miejsce postojowe w garażu podziemnym dodatkowo płatne 200zł.
Kaucja: 4000zł
Prowizja biura

For rent spacious, comfortable, 2 room apartment with Closet ""walk- in"" and underground garage located on monitored, closed neighberhood Debowe TArasy in Katowice.
Apartment is located on 3td floor in small, quiet building. It consists of: living room with cauch, Tv, coffe table, dining room with 4 chairs and balcony around 15m2.
- Bedroom with bed, wardrobe, desk, Big closet, vacuum, spacious bathroom with shower, hall with additional closet.
Apartment is spacious and very comfortable.
Price with garage: 3000+ administration fee with prepayment for media:780zł
Parking place in underground garage-200zl
Deposit: 4000zł
Agency fee",60 m²,,2,4 000 zł,3/4,apartamentowiec,2024-02-25,balkon,Obsługa zdalnatak,do zamieszkania,biuro nieruchomości,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",internet,miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2012,pustak,tylko dla niepalących
https://www.otodom.pl/pl/oferta/mieszkanie-61-m-chorzow-ID4piMF,"Mieszkanie, 61 m², Chorzów","ul. ks. Augustyna Kordeckiego, Centrum, Chorzów, śląskie",950 zł,"Chorzów ul. Kordeckiego, centrum. Mieszkanie o powierzchni 61m2 usytuowane na I piętrze w kamienicy. Mieszkanie w dobrym stanie wraz z umeblowaniem. Okna drewniane skierowane na stronę zachodnią i południową. Ogrzewanie centralne miejskie, ciepła woda: bojler elektryczny. Powierzchnię mieszkania zajmują:  dwa niezależne pokoje, oddzielna/widna kuchnia, łazienka razem z wc, przedpokój. Pomieszczenia wytapetowane, na podłogach: nowe wykładziny. Łazienka w kafelkach. Korzystna, centralna lokalizacja. Spokojne sąsiedztwo. Dobry dojazd do Katowic. Kaucja: 2000zł. Do ceny najmu należy doliczyć czynsz do spółdzielni w wys. 414,53zł./m-c, zaliczę na centralne ogrzewanie w wys. 298,90zł./m-c oraz opłaty za media według zużycia/ilości osób (woda, prąd, gaz, wywóz śmieci). Wymagany najem okazjonalny. POLECAMY! AGENT PROWADZĄCY - JAN SUSZCZYK  TEL. 0509-957-868. Sprawdź nasze pozostałe oferty i usługi lub zgłoś własną ofertę sprzedaży/wynajmu na  telefon 0 506 146 876; 032/24-15-279. Licencja zawodowa nr 5642. Zamieszczone na naszych stronach oferty nie stanowią ofert w rozumieniu art. 66 KC i następnych, są jedynie zaproszeniem do rokowań zgodnie z art. 71 Kodeksu Cywilnego.",61 m²,,2,,parter,kamienica,,,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,meble,"telewizja kablowa, internet",miejskie,domofon / wideofon,drewniane,nie,brak informacji,brak informacji,pustak,oddzielna kuchnia
https://www.otodom.pl/pl/oferta/mieszkanie-24-m-katowice-ID4pa27,"Mieszkanie, 24 m², Katowice","ul. ks. Piotra Ściegiennego, Wełnowiec-Józefowiec, Katowice, śląskie",2 600 zł,"Do wynajęcia kawalerka w bloku w Katowicach, przy ul. Ściegiennego 49/ Silesia Apartments
Mieszkanie o powierzchni 24m2 - do wyboru piętro 1-7.
Mieszkanie składa się z pokoju z aneksem kuchennym (lodówka, płyta elektryczna, mikrofala, pralka, sztućce, naczynia) i łazienki, jest umeblowane.

Możemy także zaproponować większe mieszkania - z osobną sypialnią, w cenie 3.200 zł/ miesiąc.

Świetna lokalizacja, tylko parę minut do Silesia City Center, blisko do komunikacji miejskiej, w pobliżu wiele sklepów.

Nie wymagamy podpisania umowy.
Nie przepisujemy mediów na najemcę.
Wystawiamy paragon lub fakturę.

Cena wynajmu kawalerki - 2.600 PLN
Cena wynajmu większego mieszkania (metraż 34-40m2) - 3.200 PLN
Kaucja - 1.000 PLN

Możliwa usługa cotygodniowego sprzątania i wtedy wymiany pościeli/ ręczników - koszt do uzgodnienia.

Wynajem bezpośrednio od właściciela.

Zapraszam do kontaktu i oglądania.",24 m²,,1,1 000 zł,1/7,blok,,,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"lodówka, meble, kuchenka, telewizor, pralka","telewizja kablowa, internet",gazowe,monitoring / ochrona,plastikowe,tak,brak informacji,2017,beton,tylko dla niepalących
https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-wysoki-standard-ID4p9AD,Mieszkanie w centrum wysoki standard,"ul. Jana Wysockiego, Mysłowice, śląskie",1 850 zł,"Wynajmę świeżo wyremontowane mieszkanie w pełni wyposażone ( pralka, zmywarka, lodówka w zabudowie, piekarnik, płyta gazowa oraz telewizor ). Mieszkanie na 10 piętrze zlokalizowane w ścisłym centrum Mysłowic w niedalekiej odległości przystanek, dworzec, sklepy, przedszkola, szkoły i galeria. Składa się z dużego pokoju z wyjściem na balkon, sypialni, kuchni i łazienki. Odstępne 1850 zł + czynsz dodatkowo 485 zł ( w tym 1m3 wody, opłata za wywóz odpadów dla 1 os. Ogrzewanie oraz opłaty dla spółdzielni ) dodatkowo płatne prąd, gaz. Liczniki przepisuje na wynajmującego.Kaucja 3700 wynajem okazjonalny, dostępne od zaraz. ZAPRASZAM.","36,6 m²",485 zł/miesiąc,2,3 700 zł,10/10,blok,,balkon,Obsługa zdalnatak,do zamieszkania,prywatny,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet, telefon",miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,tak,brak informacji,1980,wielka płyta,"piwnica, oddzielna kuchnia"
https://www.otodom.pl/pl/oferta/mieszkanie-tysiaclecia-49m2-idealne-dla-pary-ID4p5it,"Mieszkanie Tysiąclecia, 49m2, idealne dla pary","Osiedle Tysiąclecia, Katowice, śląskie",1 899 zł,"Opis:Zapraszamy do wynajęcia mieszkania o powierzchni 49 m2, położonego na 3 piętrze 4-piętrowego bloku (bez windy) na Osiedlu Tysiąclecia. Mieszkanie idealne dla pary. Składa się z przechodniego pokoju dziennego, sypialni, kuchni z jadalnią, łazienki z WC oraz balkonu, który zapewnia dodatkową przestrzeń do relaksu. Dodatkowo, na parterze budynku znajduje się wózkownia/rowerownia dla mieszkańców oraz własna niewielka piwnica.Wyposażenie:Mieszkanie jest nieumeblowane. Mieszkanie zostało wyposażone w nowoczesną zmywarkę, lodówkę oraz kuchenkę z piekarnikiem, a także pralkę.Udogodnienia:Na każdym piętrze dostępna jest suszarnia, ułatwiająca codzienne funkcjonowanie mieszkańcom. Osiedle Tysiąclecia to także bogata infrastruktura, w tym liczne sklepy (Netto, Lidl, Biedronka, Żabka), żłobki, przedszkola, szkoły, kościół, dom kultury oraz poczta. Bliskość Parku Śląskiego zapewnia możliwość aktywnego wypoczynku na świeżym powietrzu oraz szybki dostęp do licznych atrakcji, takich jak Śląskie Wesołe Miasteczko czy Stadion Śląski.Dostępność:Mieszkanie będzie dostępne od marca/kwietnia (do uzgodnienia). Wynajem odbywa się bez pośredników, bez prowizji i ukrytych opłat, bezpośrednio od właściciela.Koszty:Cena za wynajem wynosi 2100 zł miesięcznie, dodatkowo płatny czynsz w zależności od liczby mieszańców.Dla 1 osoby: 610 złDla 2 osób: 653 złMedia są płatne według zużycia i przepisane na najemcę.Kaucja:Do podpisania umowy najmu wymagana jest jednorazowa kaucja zwrotna w wysokości 3500 zł.Warunki wynajmu:Najem długoterminowy. Nie wyrażam zgody na posiadanie zwierząt w mieszkaniu.Jeśli poszukujesz komfortowego mieszkania w doskonałej lokalizacji, zapraszamy do kontaktu w celu umówienia się na prezentację.",49 m²,610 zł/miesiąc,3,3 500 zł,3/4,blok,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"zmywarka, lodówka, piekarnik, kuchenka, pralka",brak informacji,miejskie,domofon / wideofon,plastikowe,nie,brak informacji,brak informacji,brak informacji,piwnica
https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-2-pokojowe-w-centrum-katowic-ID4p6yn,Atrakcyjne mieszkanie 2 pokojowe w Centrum Katowic,"ul. Nadgórników, Bogucice, Katowice, śląskie",1 500 zł,"Oferujemy Państwu do wynajęcia dwupokojowe mieszkanie w Centrum Katowic, przy ul. Nadgórników (bliskie sąsiedztwo osiedla ""Pierwsza Dzielnica""). Mieszkanie ma powierzchnię 46m2, usytuowane jest na 2 piętrze w 4 piętrowym bloku.

Składa się z przestronnego salonu, sypialni, osobnej kuchni, łazienki z WC, przedpokoju oraz balkonu. Do mieszkania dodatkowo przynależy piwnica.

Jest w pełni umeblowany i wyposażony w sprzęty RTV i AGD:
- w salonie znajduje się m.in. sofa z funkcją spania oraz bardzo pojemna szafa zabudowana 3 skrzydłowa 
- w sypialni jest łóżko dwuosobowe
- kuchnia w zabudowie z płytą gazową, piekarnikiem elektrycznym, zmywarką, (istnieje możliwość dokupienia nowej lodówki)
- łazienka z kabiną prysznicową, pralką, podwieszaną toaletą z Geberitem, umywalką z szafką, nowy piecyk gazowy

Mieszkanie po remoncie w 2009r. Nowe okna PCV oraz nowa stolarka drzwiowa. Nowa instalacja elektryczna i wodno-kanalizacyjna, na ścianach i suficie gładź gipsowa.

Mieszkanie jest bardzo przestronne i funkcjonalne, idealnie nadaje się do zamieszkania dla dwóch osób.

Rewelacyjna lokalizacja - Centrum Katowic, bliskość Spodka.
Mieszkanie jest również świetnie skomunikowane dzięki przystankom autobusowym i znajdującej się nieopodal linii tramwajowej.

Blok z cegły po termoizolacji, czysta i zadbana klatka schodowa, domofon.

Kwota najmu: odstępne (1500) + czynsz do administracji (1100zł z zaliczką na c.o. i wodę) + media (prąd, gaz)
Kaucja wynosi 2500zł

OFERTA NA WYŁĄCZNOŚĆ!!

Prowizja dla biura!",46 m²,1 100 zł/miesiąc,2,2 500 zł,2/4,blok,2024-02-10,balkon,Obsługa zdalnatak,do zamieszkania,biuro nieruchomości,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",internet,miejskie,domofon / wideofon,plastikowe,nie,brak informacji,brak informacji,cegła,"piwnica, oddzielna kuchnia"
https://www.otodom.pl/pl/oferta/komfortowe-m2-z-podwyzszonym-standardem-ID4pk55,"Komfortowe, M2 z podwyższonym standardem","Siewierz, Siewierz, będziński, śląskie",2 000 zł,"Do wynajęcia oferuję 2 pokojowe mieszkanie z tarasem w Miasteczku Siewierz Jeziorna.
Mieszkanie o pow. 35 m2 składa się z przedpokoju, pokoju dziennego połączonego z aneksem kuchennym, osobnej sypialni i łazienki z WC. Mieszkanie jest wykończone z wysokiej jakości materiałów oraz w pełni umeblowane i wyposażone w niezbędny sprzęt AGD. 
Istnieje również możliwość wynajęcia komórki lokatorskiej w sąsiednim budynku - dodatkowo płatnej w cenie 200zł/mce.
W okolicy znajdują się najważniejsze usługi i piękne tereny rekreacyjne, osiedle sąsiaduje z zalewem Przeczycko-Siewierskim. Lokalizacja zapewnia dobrą komunikację ze wszystkimi miastami aglomeracji śląskiej. Łatwy dojazd do głównych węzłów drogowych.
Czynsz najmu 2000 zł/m-c mieszkanie + 550zł/m-c (zaliczka na wodę, prąd, śmieci, ścieki, ogrzewanie, opłaty adm.) Komórka lokatorska dodatkowo płatna 200 zł/m-c. Wymagana kaucja zabezpieczająca w wysokości 4 000 zł.Mieszkanie dostępne od 1.04.2024r.",35 m²,450 zł/miesiąc,2,4 000 zł,3/3,blok,,taras,Obsługa zdalnatak,do zamieszkania,prywatny,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",telewizja kablowa,gazowe,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",plastikowe,nie,brak informacji,2020,pustak,"klimatyzacja, oddzielna kuchnia"
https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-w-kamienicy-w-centrum-ID4pdZ8,Dwupokojowe mieszkanie w kamienicy w centrum,"ul. Warszawska, Śródmieście, Katowice, śląskie",2 100 zł,"Mamy przyjemność zaoferować Państwu przestronne, jasne mieszkanie o powierzchni 71 m2. Mieszkanie znajduje się na 1 piętrze kamienicy przy ulicy Warszawskiej w Katowicach.

Mieszkanie jest w pełni umeblowane i gotowe do zamieszkania. Atutem są wysokie sufity oraz duża ilość okien, dzięki czemu do mieszkania wpada duża ilość naturalnego światła.

______Wyposażenie:

Salon: rozkładana sofa, fotel, stoliki kawowe, komody, regał, biurko, fotel biurowy
Sypialnia: łóżko podwójne, regał, komoda, szafka pod telewizor
Kuchnia: meble kuchenne w zabudowie, piekarnik, lodówka, stół z krzesłami
Łazienka: duży prysznic, umywalka z szafką, pralka
Przedpokój: duża szafa w zabudowie, wieszak na ubrania, szafka na buty

______Okolica:
Mieszkanie zlokalizowane jest w ścisłym centrum Katowic - doskonały dojazd komunikacją miejską. W bezpośredniej okolicy znajduje się Rynek, Galeria Katowicka, Uniwersytet Ekonomiczny w Katowicach, Uniwersytet Śląski, sklepy spożywcze (Żabka, Biedronka, Lidl, Aldi), poczta, tereny zielone - Dolina Trzech Stawów.
______Opłaty:
2100 zł miesięcznie najem + czynsz administracyjny 430 zł (obejmuje opłaty administracyjne, konserwację części wspólnych, wywóz nieczystości, zaliczki na ogrzewanie, wodę), dodatkowo prąd oraz gaz według zużycia: około 150 zł oraz 300 zł.

Wymagana kaucja zwrotna: 2500 zł.
Dostępne od zaraz. Zapraszamy do kontaktu.",71 m²,430 zł/miesiąc,2,2 500 zł,1/4,kamienica,,,Obsługa zdalnatak,do zamieszkania,biuro nieruchomości,brak informacji,"lodówka, meble, piekarnik, kuchenka, pralka",brak informacji,miejskie,domofon / wideofon,plastikowe,nie,brak informacji,brak informacji,cegła,oddzielna kuchnia
https://www.otodom.pl/pl/oferta/nowy-apartament-2pokojowy-debowe-tarasy-parking-ID4eXoJ,NOWY apartament 2pokojowy Dębowe Tarasy + parking,"ul. Johna Baildona, Dąb, Katowice, śląskie",2 400 zł,"Piękny nowy 2 pokojowy apartament z miejscem postojowym na zamkniętym i strzeżonym osiedlu Dębowe Tarasy.

Mieszkanie znajduje się na pierwszym piętrze w 5 kondygnacyjnym apartamentowcu, a na powierzchnię składa się salon z wyjściem na balkon, komfortowo wyposażony aneks kuchenny, sypialnia i łazienka.

Mieszkanie jest świeżo wykończone w wysokim standardzie i wyposażone w nowe meble i sprzęt AGD. 

Kwota najmu: 2,400 zł obejmuje prywatne miejsce postojowe. Czynsz 500 zł, kaucja 3,000 zł.",40 m²,500 zł/miesiąc,2,3 000 zł,1/5,apartamentowiec,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet, telefon",miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,nie,garaż/miejsce parkingowe,2021,cegła,tylko dla niepalących
https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-45-m2-awf-asp-barbary-ID3FNkg,"Mieszkanie 2-pokoje, 45 m2 AWF, ASP, Barbary","ul. Barbary, Śródmieście, Katowice, śląskie",1 850 zł,"Mieszkanie składa się z 2 pokoi - pokój dzienny, sypialnia , kuchnia, łazienka (wyremontowana z kabiną prysznicową), przedpokoju. 
Mieszkanie po remoncie (parkiet, kafle, odmalowane ściany), wymienione wszystkie instalacje oraz okna, nowa kuchnia wraz ze sprzętem kuchennym (płyta, zlew z baterią, lodówka), ogrzewanie własne gazowe. 
W bliskim sąsiedztwie znajduje się sklep, Akademia Wychowania Fizycznego, przystanek autobusowy oraz tramwajowy, przed kamienicą znajdują się miejsca parkingowe.
Płatność za ogrzewanie, prąd, wodę wg zużycia zgodnie ze stanem licznika.",45 m²,,2,3 700 zł,parter/3,,2024-03-01,,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,tak,"lodówka, meble, piekarnik, kuchenka, pralka",brak informacji,gazowe,domofon / wideofon,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/nowy-apartament-lasowice-ul-siwca-10-ID4hbwh,Nowy Apartament Lasowice ul. Siwca 10,"ul. ks. Ignacego Siwca 10, Tarnowskie Góry, tarnogórski, śląskie",2 300 zł,"Do wynajęcia mieszkanie z balkonem na 3 piętrze w nowo wybudowanym apartamentowcu.

Nowe, luksusowe mieszkanie położone na nowym, strzeżonym osiedlu (całodobowa ochrona + monitoring) w Apartamentach Lasowice w Tarnowskich Górach przy ulicy ks. Siwca 10.
Apartamentowiec posiada windę oraz domofon.Do mieszkania przynależy miejsce parkingowe przed apartamentowcem.

Mieszkanie skierowane jest dla 1 osoby lub dla pary.

Zwierzęta nie są akceptowane.Mieszkanie usytuowane jest na 3 piętrze (winda). Wyposażone jest w elektrycznie sterowane żaluzje zewnętrze oraz balkon.
Lokal składa się z przestronnego salonu połączonego z aneksem kuchennym, garderoby, sypialni, łazienki z WC oraz przedpokoju o łącznej powierzchni 46 m. kw.Apartament wyposażony jest w nowe meble oraz nowe urządzenia AGD wysokiej jakości.Kuchnia została wyposażona w zabudowę mebli kuchennych oraz sprzęt AGD [płyta ceramiczna, piekarnik, lodówka oraz zmywarka].Salon oraz sypialnia również w pełni umeblowane [meble fabrycznie nowe].Opis lokalizacji: komunikacja, linie autobusów, park zalew, las. W pobliżu stacja benzynowa, przedszkole, szkoła oraz sklep.
Umowa - najem okazjonalny.Czynsz 2300 + 293 czynsz do spółdzielni + media według zużycia (woda, prąd, śmieci itd). Ciepła woda z sieci.Można również wynająć (za dodatkową opłatą) miejsce parkingowe w garażu podziemnym.",46 m²,293 zł/miesiąc,2,4 600 zł,3/4,apartamentowiec,,"balkon, taras",Obsługa zdalnaZapytaj,,prywatny,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet, telefon",miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",brak informacji,tak,garaż/miejsce parkingowe,2022,brak informacji,pom. użytkowe
